genmodel_id,year,original_sales
36_14,2007.0,0
36_14,2008.0,0
36_14,2009.0,0
36_14,2010.0,0
36_14,2011.0,0
36_14,2012.0,0
36_14,2013.0,0
36_14,2014.0,0
36_14,2015.0,0
36_14,2016.0,421
36_14,2017.0,4818
36_14,2018.0,7263
36_14,2019.0,8310
36_14,2020.0,7096
36_15,2001.0,0
36_15,2002.0,0
36_15,2003.0,0
36_15,2004.0,0
36_15,2005.0,0
36_15,2006.0,0
36_15,2007.0,0
36_15,2008.0,0
36_15,2009.0,0
36_15,2010.0,371
36_15,2011.0,3857
36_15,2012.0,3725
36_15,2013.0,3509
36_15,2014.0,3619
36_15,2015.0,3413
36_15,2016.0,3779
36_15,2017.0,3876
36_15,2018.0,2241
36_15,2019.0,1564
36_15,2020.0,119
36_16,2001.0,0
36_16,2002.0,0
36_16,2003.0,0
36_16,2004.0,0
36_16,2005.0,0
36_16,2006.0,0
36_16,2007.0,0
36_16,2008.0,0
36_16,2009.0,0
36_16,2010.0,3370
36_16,2011.0,5823
36_16,2012.0,9282
36_16,2013.0,11562
36_16,2014.0,14744
36_16,2015.0,12819
36_16,2016.0,336
36_16,2017.0,2
36_16,2018.0,0
36_16,2019.0,0
36_16,2020.0,0
36_17,2001.0,0
36_17,2002.0,0
36_17,2003.0,0
36_17,2004.0,0
36_17,2005.0,0
36_17,2006.0,0
36_17,2007.0,0
36_17,2008.0,0
36_17,2009.0,0
36_17,2010.0,0
36_17,2011.0,0
36_17,2012.0,0
36_17,2013.0,0
36_17,2014.0,0
36_17,2015.0,0
36_17,2016.0,0
36_17,2017.0,425
36_17,2018.0,6508
36_17,2019.0,8561
36_17,2020.0,12073
36_18,2001.0,28
36_18,2002.0,224
36_18,2003.0,466
36_18,2004.0,880
36_18,2005.0,1318
36_18,2006.0,1338
36_18,2007.0,1133
36_18,2008.0,723
36_18,2009.0,393
36_18,2010.0,214
36_18,2011.0,6
36_18,2012.0,0
36_18,2013.0,0
36_18,2014.0,0
36_18,2015.0,0
36_18,2016.0,0
36_18,2017.0,0
36_18,2018.0,0
36_18,2019.0,0
36_18,2020.0,0
36_2,2001.0,761
36_2,2002.0,853
36_2,2003.0,36
36_2,2004.0,0
36_2,2005.0,0
36_2,2006.0,2793
36_2,2007.0,3118
36_2,2008.0,1285
36_2,2009.0,0
36_2,2010.0,0
36_2,2011.0,0
36_2,2012.0,0
36_2,2013.0,0
36_2,2014.0,0
36_2,2015.0,0
36_2,2016.0,0
36_2,2017.0,0
36_2,2018.0,0
36_2,2019.0,0
36_2,2020.0,0
36_20,2001.0,117
36_20,2002.0,419
36_20,2003.0,900
36_20,2004.0,1456
36_20,2005.0,1707
36_20,2006.0,2539
36_20,2007.0,2117
36_20,2008.0,1320
36_20,2009.0,942
36_20,2010.0,3698
36_20,2011.0,3830
36_20,2012.0,3427
36_20,2013.0,1554
36_20,2014.0,2720
36_20,2015.0,3179
36_20,2016.0,4525
36_20,2017.0,2827
36_20,2018.0,2071
36_20,2019.0,1182
36_20,2020.0,544
36_21,2001.0,19
36_21,2002.0,42
36_21,2003.0,72
36_21,2004.0,88
36_21,2005.0,170
36_21,2006.0,196
36_21,2007.0,181
36_21,2008.0,79
36_21,2009.0,69
36_21,2010.0,31
36_21,2011.0,1
36_21,2012.0,0
36_21,2013.0,0
36_21,2014.0,0
36_21,2015.0,0
36_21,2016.0,0
36_21,2017.0,0
36_21,2018.0,0
36_21,2019.0,0
36_21,2020.0,0
36_22,2001.0,0
36_22,2002.0,0
36_22,2003.0,215
36_22,2004.0,598
36_22,2005.0,735
36_22,2006.0,462
36_22,2007.0,370
36_22,2008.0,0
36_22,2009.0,0
36_22,2010.0,0
36_22,2011.0,0
36_22,2012.0,0
36_22,2013.0,0
36_22,2014.0,0
36_22,2015.0,0
36_22,2016.0,0
36_22,2017.0,0
36_22,2018.0,0
36_22,2019.0,0
36_22,2020.0,0
36_23,2001.0,33
36_23,2002.0,73
36_23,2003.0,129
36_23,2004.0,201
36_23,2005.0,356
36_23,2006.0,255
36_23,2007.0,14
36_23,2008.0,0
36_23,2009.0,0
36_23,2010.0,0
36_23,2011.0,0
36_23,2012.0,0
36_23,2013.0,0
36_23,2014.0,0
36_23,2015.0,0
36_23,2016.0,0
36_23,2017.0,0
36_23,2018.0,0
36_23,2019.0,0
36_23,2020.0,0
36_24,2001.0,0
36_24,2002.0,0
36_24,2003.0,1
36_24,2004.0,669
36_24,2005.0,2366
36_24,2006.0,2660
36_24,2007.0,1868
36_24,2008.0,973
36_24,2009.0,820
36_24,2010.0,323
36_24,2011.0,0
36_24,2012.0,1
36_24,2013.0,0
36_24,2014.0,1
36_24,2015.0,5161
36_24,2016.0,21703
36_24,2017.0,24127
36_24,2018.0,25419
36_24,2019.0,25445
36_24,2020.0,12887
36_25,2001.0,0
36_25,2002.0,0
36_25,2003.0,0
36_25,2004.0,0
36_25,2005.0,0
36_25,2006.0,0
36_25,2007.0,0
36_25,2008.0,0
36_25,2009.0,0
36_25,2010.0,0
36_25,2011.0,13
36_25,2012.0,1517
36_25,2013.0,880
36_25,2014.0,143
36_25,2015.0,22
36_25,2016.0,0
36_25,2017.0,0
36_25,2018.0,0
36_25,2019.0,0
36_25,2020.0,0
36_3,2001.0,219
36_3,2002.0,336
36_3,2003.0,570
36_3,2004.0,931
36_3,2005.0,1438
36_3,2006.0,2011
36_3,2007.0,2269
36_3,2008.0,1462
36_3,2009.0,1436
36_3,2010.0,0
36_3,2011.0,0
36_3,2012.0,0
36_3,2013.0,0
36_3,2014.0,0
36_3,2015.0,0
36_3,2016.0,0
36_3,2017.0,0
36_3,2018.0,0
36_3,2019.0,0
36_3,2020.0,0
36_4,2001.0,52
36_4,2002.0,72
36_4,2003.0,69
36_4,2004.0,76
36_4,2005.0,99
36_4,2006.0,53
36_4,2007.0,0
36_4,2008.0,0
36_4,2009.0,0
36_4,2010.0,0
36_4,2011.0,0
36_4,2012.0,0
36_4,2013.0,1
36_4,2014.0,0
36_4,2015.0,0
36_4,2016.0,0
36_4,2017.0,0
36_4,2018.0,0
36_4,2019.0,0
36_4,2020.0,0
36_5,2001.0,0
36_5,2002.0,0
36_5,2003.0,0
36_5,2004.0,0
36_5,2005.0,0
36_5,2006.0,0
36_5,2007.0,0
36_5,2008.0,0
36_5,2009.0,0
36_5,2010.0,0
36_5,2011.0,0
36_5,2012.0,0
36_5,2013.0,1
36_5,2014.0,3
36_5,2015.0,17
36_5,2016.0,19
36_5,2017.0,3
36_5,2018.0,0
36_5,2019.0,0
36_5,2020.0,0
36_6,2001.0,0
36_6,2002.0,289
36_6,2003.0,2870
36_6,2004.0,5418
36_6,2005.0,5811
36_6,2006.0,6230
36_6,2007.0,6628
36_6,2008.0,5693
36_6,2009.0,523
36_6,2010.0,0
36_6,2011.0,0
36_6,2012.0,0
36_6,2013.0,0
36_6,2014.0,0
36_6,2015.0,0
36_6,2016.0,0
36_6,2017.0,0
36_6,2018.0,0
36_6,2019.0,0
36_6,2020.0,0
36_7,2001.0,0
36_7,2002.0,0
36_7,2003.0,0
36_7,2004.0,0
36_7,2005.0,1
36_7,2006.0,1
36_7,2007.0,14
36_7,2008.0,4
36_7,2009.0,2
36_7,2010.0,4
36_7,2011.0,0
36_7,2012.0,0
36_7,2013.0,0
36_7,2014.0,0
36_7,2015.0,0
36_7,2016.0,0
36_7,2017.0,0
36_7,2018.0,0
36_7,2019.0,0
36_7,2020.0,0
36_8,2001.0,0
36_8,2002.0,0
36_8,2003.0,0
36_8,2004.0,0
36_8,2005.0,0
36_8,2006.0,0
36_8,2007.0,0
36_8,2008.0,5668
36_8,2009.0,21758
36_8,2010.0,20912
36_8,2011.0,18439
36_8,2012.0,21361
36_8,2013.0,21435
36_8,2014.0,23655
36_8,2015.0,22639
36_8,2016.0,22569
36_8,2017.0,23664
36_8,2018.0,20719
36_8,2019.0,17947
36_8,2020.0,6452
36_9,2001.0,0
36_9,2002.0,0
36_9,2003.0,0
36_9,2004.0,0
36_9,2005.0,0
36_9,2006.0,0
36_9,2007.0,0
36_9,2008.0,123
36_9,2009.0,11244
36_9,2010.0,11182
36_9,2011.0,10710
36_9,2012.0,10308
36_9,2013.0,13275
36_9,2014.0,13696
36_9,2015.0,13198
36_9,2016.0,14178
36_9,2017.0,11863
36_9,2018.0,8877
36_9,2019.0,7393
36_9,2020.0,4207
37_10,2001.0,0
37_10,2002.0,0
37_10,2003.0,0
37_10,2004.0,0
37_10,2005.0,0
37_10,2006.0,0
37_10,2007.0,0
37_10,2008.0,0
37_10,2009.0,0
37_10,2010.0,0
37_10,2011.0,0
37_10,2012.0,0
37_10,2013.0,0
37_10,2014.0,8
37_10,2015.0,27
37_10,2016.0,33
37_10,2017.0,0
37_10,2018.0,0
37_10,2019.0,0
37_10,2020.0,0
37_11,2001.0,0
37_11,2002.0,0
37_11,2003.0,0
37_11,2004.0,0
37_11,2005.0,0
37_11,2006.0,0
37_11,2007.0,0
37_11,2008.0,0
37_11,2009.0,0
37_11,2010.0,0
37_11,2011.0,0
37_11,2012.0,0
37_11,2013.0,9
37_11,2014.0,150
37_11,2015.0,109
37_11,2016.0,143
37_11,2017.0,10
37_11,2018.0,0
37_11,2019.0,0
37_11,2020.0,0
37_2,2001.0,0
37_2,2002.0,0
37_2,2003.0,0
37_2,2004.0,0
37_2,2005.0,0
37_2,2006.0,0
37_2,2007.0,0
37_2,2008.0,0
37_2,2009.0,0
37_2,2010.0,24
37_2,2011.0,124
37_2,2012.0,175
37_2,2013.0,192
37_2,2014.0,2
37_2,2015.0,0
37_2,2016.0,0
37_2,2017.0,0
37_2,2018.0,0
37_2,2019.0,0
37_2,2020.0,0
37_5,2001.0,0
37_5,2002.0,0
37_5,2003.0,0
37_5,2004.0,0
37_5,2005.0,0
37_5,2006.0,0
37_5,2007.0,0
37_5,2008.0,0
37_5,2009.0,0
37_5,2010.0,0
37_5,2011.0,0
37_5,2012.0,1
37_5,2013.0,0
37_5,2014.0,0
37_5,2015.0,10
37_5,2016.0,1764
37_5,2017.0,2505
37_5,2018.0,312
37_5,2019.0,208
37_5,2020.0,0
37_6,2001.0,0
37_6,2002.0,0
37_6,2003.0,0
37_6,2004.0,0
37_6,2005.0,0
37_6,2006.0,0
37_6,2007.0,0
37_6,2008.0,0
37_6,2009.0,0
37_6,2010.0,0
37_6,2011.0,0
37_6,2012.0,0
37_6,2013.0,19
37_6,2014.0,428
37_6,2015.0,765
37_6,2016.0,633
37_6,2017.0,400
37_6,2018.0,258
37_6,2019.0,18
37_6,2020.0,0
37_7,2001.0,0
37_7,2002.0,0
37_7,2003.0,0
37_7,2004.0,0
37_7,2005.0,0
37_7,2006.0,0
37_7,2007.0,0
37_7,2008.0,0
37_7,2009.0,0
37_7,2010.0,0
37_7,2011.0,0
37_7,2012.0,0
37_7,2013.0,0
37_7,2014.0,8
37_7,2015.0,3
37_7,2016.0,15
37_7,2017.0,89
37_7,2018.0,60
37_7,2019.0,3
37_7,2020.0,0
37_8,2001.0,0
37_8,2002.0,0
37_8,2003.0,0
37_8,2004.0,0
37_8,2005.0,0
37_8,2006.0,0
37_8,2007.0,0
37_8,2008.0,0
37_8,2009.0,0
37_8,2010.0,0
37_8,2011.0,0
37_8,2012.0,0
37_8,2013.0,0
37_8,2014.0,12
37_8,2015.0,141
37_8,2016.0,84
37_8,2017.0,132
37_8,2018.0,4
37_8,2019.0,1
37_8,2020.0,0
37_9,2001.0,0
37_9,2002.0,0
37_9,2003.0,0
37_9,2004.0,0
37_9,2005.0,0
37_9,2006.0,0
37_9,2007.0,0
37_9,2008.0,0
37_9,2009.0,0
37_9,2010.0,0
37_9,2011.0,0
37_9,2012.0,0
37_9,2013.0,0
37_9,2014.0,0
37_9,2015.0,0
37_9,2016.0,53
37_9,2017.0,131
37_9,2018.0,85
37_9,2019.0,48
37_9,2020.0,0
38_2,2001.0,0
38_2,2002.0,0
38_2,2003.0,0
38_2,2004.0,0
38_2,2005.0,0
38_2,2006.0,0
38_2,2007.0,0
38_2,2008.0,3
38_2,2009.0,0
38_2,2010.0,0
38_2,2011.0,0
38_2,2012.0,0
38_2,2013.0,0
38_2,2014.0,0
38_2,2015.0,0
38_2,2016.0,1
38_2,2017.0,0
38_2,2018.0,6
38_2,2019.0,1
38_2,2020.0,0
38_4,2001.0,263
38_4,2002.0,451
38_4,2003.0,318
38_4,2004.0,246
38_4,2005.0,120
38_4,2006.0,0
38_4,2007.0,0
38_4,2008.0,0
38_4,2009.0,0
38_4,2010.0,0
38_4,2011.0,0
38_4,2012.0,0
38_4,2013.0,0
38_4,2014.0,0
38_4,2015.0,0
38_4,2016.0,0
38_4,2017.0,0
38_4,2018.0,0
38_4,2019.0,0
38_4,2020.0,0
39_1,2001.0,0
39_1,2002.0,0
39_1,2003.0,0
39_1,2004.0,0
39_1,2005.0,0
39_1,2006.0,0
39_1,2007.0,0
39_1,2008.0,0
39_1,2009.0,0
39_1,2010.0,0
39_1,2011.0,0
39_1,2012.0,0
39_1,2013.0,0
39_1,2014.0,0
39_1,2015.0,0
39_1,2016.0,0
39_1,2017.0,211
39_1,2018.0,10141
39_1,2019.0,10661
39_1,2020.0,6130
39_13,2001.0,0
39_13,2002.0,0
39_13,2003.0,0
39_13,2004.0,0
39_13,2005.0,0
39_13,2006.0,0
39_13,2007.0,0
39_13,2008.0,0
39_13,2009.0,0
39_13,2010.0,0
39_13,2011.0,0
39_13,2012.0,0
39_13,2013.0,0
39_13,2014.0,0
39_13,2015.0,0
39_13,2016.0,0
39_13,2017.0,0
39_13,2018.0,708
39_13,2019.0,3935
39_13,2020.0,8218
39_14,2001.0,0
39_14,2002.0,0
39_14,2003.0,0
39_14,2004.0,1
39_14,2005.0,9
39_14,2006.0,19
39_14,2007.0,23
39_14,2008.0,24
39_14,2009.0,23
39_14,2010.0,24
39_14,2011.0,52
39_14,2012.0,95
39_14,2013.0,85
39_14,2014.0,94
39_14,2015.0,96
39_14,2016.0,81
39_14,2017.0,96
39_14,2018.0,88
39_14,2019.0,78
39_14,2020.0,52
39_2,2001.0,0
39_2,2002.0,0
39_2,2003.0,0
39_2,2004.0,0
39_2,2005.0,0
39_2,2006.0,0
39_2,2007.0,0
39_2,2008.0,0
39_2,2009.0,0
39_2,2010.0,0
39_2,2011.0,0
39_2,2012.0,0
39_2,2013.0,0
39_2,2014.0,0
39_2,2015.0,10
39_2,2016.0,7590
39_2,2017.0,12179
39_2,2018.0,10458
39_2,2019.0,9629
39_2,2020.0,6478
39_3,2001.0,0
39_3,2002.0,0
39_3,2003.0,0
39_3,2004.0,0
39_3,2005.0,0
39_3,2006.0,0
39_3,2007.0,0
39_3,2008.0,0
39_3,2009.0,0
39_3,2010.0,0
39_3,2011.0,0
39_3,2012.0,2
39_3,2013.0,1081
39_3,2014.0,1981
39_3,2015.0,1891
39_3,2016.0,1976
39_3,2017.0,1968
39_3,2018.0,1696
39_3,2019.0,1458
39_3,2020.0,945
39_4,2001.0,1320
39_4,2002.0,1928
39_4,2003.0,2394
39_4,2004.0,2902
39_4,2005.0,2640
39_4,2006.0,2622
39_4,2007.0,2774
39_4,2008.0,12
39_4,2009.0,1
39_4,2010.0,0
39_4,2011.0,0
39_4,2012.0,0
39_4,2013.0,0
39_4,2014.0,0
39_4,2015.0,0
39_4,2016.0,0
39_4,2017.0,0
39_4,2018.0,0
39_4,2019.0,0
39_4,2020.0,0
39_5,2001.0,1203
39_5,2002.0,2979
39_5,2003.0,4397
39_5,2004.0,6111
39_5,2005.0,6310
39_5,2006.0,6757
39_5,2007.0,6159
39_5,2008.0,6519
39_5,2009.0,5040
39_5,2010.0,195
39_5,2011.0,1
39_5,2012.0,0
39_5,2013.0,0
39_5,2014.0,0
39_5,2015.0,0
39_5,2016.0,0
39_5,2017.0,0
39_5,2018.0,0
39_5,2019.0,0
39_5,2020.0,0
39_6,2001.0,0
39_6,2002.0,0
39_6,2003.0,0
39_6,2004.0,0
39_6,2005.0,0
39_6,2006.0,0
39_6,2007.0,0
39_6,2008.0,0
39_6,2009.0,0
39_6,2010.0,0
39_6,2011.0,0
39_6,2012.0,0
39_6,2013.0,0
39_6,2014.0,1
39_6,2015.0,8855
39_6,2016.0,12422
39_6,2017.0,10692
39_6,2018.0,5585
39_6,2019.0,4478
39_6,2020.0,1619
39_7,2001.0,0
39_7,2002.0,0
39_7,2003.0,0
39_7,2004.0,0
39_7,2005.0,1
39_7,2006.0,0
39_7,2007.0,61
39_7,2008.0,6529
39_7,2009.0,8134
39_7,2010.0,10615
39_7,2011.0,8967
39_7,2012.0,10449
39_7,2013.0,11370
39_7,2014.0,12452
39_7,2015.0,10025
39_7,2016.0,8709
39_7,2017.0,7023
39_7,2018.0,5549
39_7,2019.0,3235
39_7,2020.0,1292
39_8,2001.0,731
39_8,2002.0,679
39_8,2003.0,2080
39_8,2004.0,1903
39_8,2005.0,1257
39_8,2006.0,1477
39_8,2007.0,1309
39_8,2008.0,942
39_8,2009.0,559
39_8,2010.0,1397
39_8,2011.0,1557
39_8,2012.0,1027
39_8,2013.0,1148
39_8,2014.0,1038
39_8,2015.0,972
39_8,2016.0,1086
39_8,2017.0,884
39_8,2018.0,710
39_8,2019.0,400
39_8,2020.0,166
39_9,2001.0,1085
39_9,2002.0,916
39_9,2003.0,902
39_9,2004.0,832
39_9,2005.0,878
39_9,2006.0,1930
39_9,2007.0,2135
39_9,2008.0,1276
39_9,2009.0,1121
39_9,2010.0,1302
39_9,2011.0,1102
39_9,2012.0,809
39_9,2013.0,783
39_9,2014.0,1060
39_9,2015.0,107
39_9,2016.0,0
39_9,2017.0,0
39_9,2018.0,0
39_9,2019.0,0
39_9,2020.0,0
3_1,2001.0,0
3_1,2002.0,0
3_1,2003.0,0
3_1,2004.0,0
3_1,2005.0,0
3_1,2006.0,0
3_1,2007.0,38
3_1,2008.0,39
3_1,2009.0,50
3_1,2010.0,39
3_1,2011.0,69
3_1,2012.0,31
3_1,2013.0,20
3_1,2014.0,10
3_1,2015.0,16
3_1,2016.0,15
3_1,2017.0,6
3_1,2018.0,0
3_1,2019.0,0
3_1,2020.0,0
3_3,2001.0,0
3_3,2002.0,4
3_3,2003.0,4
3_3,2004.0,4
3_3,2005.0,5
3_3,2006.0,0
3_3,2007.0,0
3_3,2008.0,0
3_3,2009.0,0
3_3,2010.0,0
3_3,2011.0,0
3_3,2012.0,0
3_3,2013.0,0
3_3,2014.0,0
3_3,2015.0,0
3_3,2016.0,0
3_3,2017.0,0
3_3,2018.0,0
3_3,2019.0,0
3_3,2020.0,0
3_4,2001.0,0
3_4,2002.0,0
3_4,2003.0,0
3_4,2004.0,0
3_4,2005.0,13
3_4,2006.0,23
3_4,2007.0,10
3_4,2008.0,13
3_4,2009.0,4
3_4,2010.0,1
3_4,2011.0,0
3_4,2012.0,0
3_4,2013.0,0
3_4,2014.0,0
3_4,2015.0,0
3_4,2016.0,0
3_4,2017.0,0
3_4,2018.0,0
3_4,2019.0,0
3_4,2020.0,0
3_5,2001.0,0
3_5,2002.0,0
3_5,2003.0,0
3_5,2004.0,0
3_5,2005.0,0
3_5,2006.0,0
3_5,2007.0,0
3_5,2008.0,0
3_5,2009.0,0
3_5,2010.0,0
3_5,2011.0,0
3_5,2012.0,1
3_5,2013.0,3
3_5,2014.0,6
3_5,2015.0,5
3_5,2016.0,3
3_5,2017.0,0
3_5,2018.0,0
3_5,2019.0,0
3_5,2020.0,0
3_6,2001.0,0
3_6,2002.0,0
3_6,2003.0,0
3_6,2004.0,0
3_6,2005.0,0
3_6,2006.0,0
3_6,2007.0,0
3_6,2008.0,0
3_6,2009.0,0
3_6,2010.0,0
3_6,2011.0,0
3_6,2012.0,25
3_6,2013.0,34
3_6,2014.0,48
3_6,2015.0,43
3_6,2016.0,50
3_6,2017.0,51
3_6,2018.0,32
3_6,2019.0,2
3_6,2020.0,0
3_7,2001.0,0
3_7,2002.0,0
3_7,2003.0,0
3_7,2004.0,0
3_7,2005.0,0
3_7,2006.0,0
3_7,2007.0,3
3_7,2008.0,2
3_7,2009.0,1
3_7,2010.0,0
3_7,2011.0,0
3_7,2012.0,0
3_7,2013.0,0
3_7,2014.0,0
3_7,2015.0,0
3_7,2016.0,0
3_7,2017.0,0
3_7,2018.0,0
3_7,2019.0,0
3_7,2020.0,0
3_8,2001.0,0
3_8,2002.0,0
3_8,2003.0,0
3_8,2004.0,0
3_8,2005.0,0
3_8,2006.0,0
3_8,2007.0,3
3_8,2008.0,1
3_8,2009.0,0
3_8,2010.0,1
3_8,2011.0,1
3_8,2012.0,0
3_8,2013.0,0
3_8,2014.0,0
3_8,2015.0,0
3_8,2016.0,0
3_8,2017.0,0
3_8,2018.0,0
3_8,2019.0,0
3_8,2020.0,0
40_1,2001.0,1057
40_1,2002.0,1826
40_1,2003.0,2377
40_1,2004.0,2668
40_1,2005.0,2694
40_1,2006.0,3348
40_1,2007.0,2422
40_1,2008.0,970
40_1,2009.0,841
40_1,2010.0,750
40_1,2011.0,304
40_1,2012.0,592
40_1,2013.0,137
40_1,2014.0,1218
40_1,2015.0,2122
40_1,2016.0,1487
40_1,2017.0,558
40_1,2018.0,321
40_1,2019.0,25
40_1,2020.0,4
40_2,2001.0,0
40_2,2002.0,0
40_2,2003.0,0
40_2,2004.0,0
40_2,2005.0,0
40_2,2006.0,346
40_2,2007.0,482
40_2,2008.0,18
40_2,2009.0,84
40_2,2010.0,0
40_2,2011.0,0
40_2,2012.0,0
40_2,2013.0,0
40_2,2014.0,0
40_2,2015.0,0
40_2,2016.0,0
40_2,2017.0,0
40_2,2018.0,0
40_2,2019.0,0
40_2,2020.0,0
40_3,2001.0,0
40_3,2002.0,0
40_3,2003.0,0
40_3,2004.0,0
40_3,2005.0,0
40_3,2006.0,1
40_3,2007.0,105
40_3,2008.0,136
40_3,2009.0,81
40_3,2010.0,5
40_3,2011.0,887
40_3,2012.0,892
40_3,2013.0,574
40_3,2014.0,434
40_3,2015.0,4
40_3,2016.0,0
40_3,2017.0,18
40_3,2018.0,2319
40_3,2019.0,2969
40_3,2020.0,1652
40_4,2001.0,0
40_4,2002.0,0
40_4,2003.0,0
40_4,2004.0,0
40_4,2005.0,1
40_4,2006.0,0
40_4,2007.0,1
40_4,2008.0,0
40_4,2009.0,0
40_4,2010.0,0
40_4,2011.0,0
40_4,2012.0,57
40_4,2013.0,922
40_4,2014.0,1522
40_4,2015.0,1352
40_4,2016.0,986
40_4,2017.0,861
40_4,2018.0,412
40_4,2019.0,249
40_4,2020.0,64
40_5,2001.0,0
40_5,2002.0,0
40_5,2003.0,0
40_5,2004.0,0
40_5,2005.0,0
40_5,2006.0,0
40_5,2007.0,460
40_5,2008.0,1312
40_5,2009.0,557
40_5,2010.0,759
40_5,2011.0,397
40_5,2012.0,0
40_5,2013.0,1
40_5,2014.0,1
40_5,2015.0,0
40_5,2016.0,0
40_5,2017.0,0
40_5,2018.0,0
40_5,2019.0,0
40_5,2020.0,0
40_6,2001.0,0
40_6,2002.0,0
40_6,2003.0,0
40_6,2004.0,0
40_6,2005.0,0
40_6,2006.0,0
40_6,2007.0,0
40_6,2008.0,0
40_6,2009.0,0
40_6,2010.0,0
40_6,2011.0,0
40_6,2012.0,0
40_6,2013.0,0
40_6,2014.0,0
40_6,2015.0,5874
40_6,2016.0,10422
40_6,2017.0,3953
40_6,2018.0,2314
40_6,2019.0,1798
40_6,2020.0,1898
40_7,2001.0,176
40_7,2002.0,126
40_7,2003.0,136
40_7,2004.0,131
40_7,2005.0,79
40_7,2006.0,90
40_7,2007.0,222
40_7,2008.0,178
40_7,2009.0,310
40_7,2010.0,153
40_7,2011.0,120
40_7,2012.0,154
40_7,2013.0,209
40_7,2014.0,330
40_7,2015.0,484
40_7,2016.0,257
40_7,2017.0,248
40_7,2018.0,365
40_7,2019.0,621
40_7,2020.0,755
43_1,2001.0,36
43_1,2002.0,24
43_1,2003.0,199
43_1,2004.0,336
43_1,2005.0,481
43_1,2006.0,838
43_1,2007.0,1187
43_1,2008.0,1956
43_1,2009.0,1799
43_1,2010.0,479
43_1,2011.0,459
43_1,2012.0,127
43_1,2013.0,1506
43_1,2014.0,2305
43_1,2015.0,2211
43_1,2016.0,1811
43_1,2017.0,1764
43_1,2018.0,1535
43_1,2019.0,87
43_1,2020.0,0
43_10,2001.0,32
43_10,2002.0,88
43_10,2003.0,335
43_10,2004.0,800
43_10,2005.0,1110
43_10,2006.0,1405
43_10,2007.0,1727
43_10,2008.0,1614
43_10,2009.0,703
43_10,2010.0,928
43_10,2011.0,787
43_10,2012.0,137
43_10,2013.0,0
43_10,2014.0,1
43_10,2015.0,0
43_10,2016.0,1
43_10,2017.0,0
43_10,2018.0,0
43_10,2019.0,0
43_10,2020.0,3
43_11,2001.0,0
43_11,2002.0,0
43_11,2003.0,561
43_11,2004.0,1726
43_11,2005.0,2507
43_11,2006.0,3725
43_11,2007.0,2137
43_11,2008.0,1450
43_11,2009.0,1723
43_11,2010.0,2128
43_11,2011.0,1835
43_11,2012.0,2046
43_11,2013.0,2205
43_11,2014.0,2958
43_11,2015.0,4082
43_11,2016.0,3182
43_11,2017.0,3126
43_11,2018.0,2752
43_11,2019.0,2724
43_11,2020.0,1161
43_12,2001.0,1
43_12,2002.0,0
43_12,2003.0,0
43_12,2004.0,0
43_12,2005.0,0
43_12,2006.0,0
43_12,2007.0,0
43_12,2008.0,0
43_12,2009.0,2462
43_12,2010.0,3128
43_12,2011.0,3531
43_12,2012.0,1660
43_12,2013.0,1294
43_12,2014.0,2689
43_12,2015.0,2589
43_12,2016.0,2129
43_12,2017.0,1645
43_12,2018.0,1920
43_12,2019.0,339
43_12,2020.0,871
43_13,2001.0,36
43_13,2002.0,30
43_13,2003.0,95
43_13,2004.0,14
43_13,2005.0,2537
43_13,2006.0,2430
43_13,2007.0,2476
43_13,2008.0,2402
43_13,2009.0,3225
43_13,2010.0,4919
43_13,2011.0,8320
43_13,2012.0,13582
43_13,2013.0,18981
43_13,2014.0,19877
43_13,2015.0,21628
43_13,2016.0,37482
43_13,2017.0,35672
43_13,2018.0,34280
43_13,2019.0,32594
43_13,2020.0,17323
43_14,2001.0,0
43_14,2002.0,0
43_14,2003.0,0
43_14,2004.0,0
43_14,2005.0,0
43_14,2006.0,0
43_14,2007.0,0
43_14,2008.0,0
43_14,2009.0,0
43_14,2010.0,0
43_14,2011.0,0
43_14,2012.0,0
43_14,2013.0,0
43_14,2014.0,0
43_14,2015.0,0
43_14,2016.0,0
43_14,2017.0,124
43_14,2018.0,623
43_14,2019.0,894
43_14,2020.0,202
43_15,2001.0,0
43_15,2002.0,0
43_15,2003.0,0
43_15,2004.0,0
43_15,2005.0,0
43_15,2006.0,0
43_15,2007.0,0
43_15,2008.0,0
43_15,2009.0,0
43_15,2010.0,0
43_15,2011.0,0
43_15,2012.0,0
43_15,2013.0,0
43_15,2014.0,0
43_15,2015.0,0
43_15,2016.0,0
43_15,2017.0,699
43_15,2018.0,6753
43_15,2019.0,8099
43_15,2020.0,4502
43_16,2001.0,0
43_16,2002.0,0
43_16,2003.0,0
43_16,2004.0,0
43_16,2005.0,0
43_16,2006.0,0
43_16,2007.0,0
43_16,2008.0,0
43_16,2009.0,26
43_16,2010.0,3295
43_16,2011.0,4577
43_16,2012.0,5155
43_16,2013.0,5768
43_16,2014.0,5526
43_16,2015.0,6239
43_16,2016.0,5686
43_16,2017.0,5478
43_16,2018.0,3641
43_16,2019.0,2608
43_16,2020.0,0
43_17,2001.0,37
43_17,2002.0,48
43_17,2003.0,37
43_17,2004.0,9
43_17,2005.0,0
43_17,2006.0,0
43_17,2007.0,0
43_17,2008.0,0
43_17,2009.0,0
43_17,2010.0,0
43_17,2011.0,0
43_17,2012.0,0
43_17,2013.0,0
43_17,2014.0,0
