Maker, Genmodel, Genmodel_ID,Adv_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Engine_power,Annual_Tax,Wheelbase,Height,Width,Length,Average_mpg,Top_speed,Seat_num,Door_num,is_flagged,Vehicle_age,Usage_intensity,Usage_intensity_norm,Usage_intensity_norm_inv
Bentley,Bentayga,10_3,10_3$$105,2018,3,Black,2017.0,SUV,2782.0,4.0,Automatic,Diesel,142850.0,429.0, 140*,2995.0,1742.0,2224.0,5140.0,38.2,167.0,7.0,5.0,True,1.0,2782.0,0.00481,0.99519
Bentley,Bentayga,10_3,10_3$$107,2018,7,Blue,2018.0,SUV,3000.0,4.0,Automatic,Diesel,167750.0,429.0, 140*,2995.0,1742.0,2224.0,5140.0,38.2,167.0,5.0,5.0,True,0.0,6000.0,0.01037,0.98963
Bentley,Bentayga,10_3,10_3$$109,2018,7,Black,2018.0,SUV,3000.0,4.0,Automatic,Petrol,155000.0,542.0, 140*,2995.0,1742.0,2224.0,5140.0,24.8,180.0,5.0,5.0,True,0.0,6000.0,0.01037,0.98963
Bentley,Bentayga,10_3,10_3$$110,2018,8,Grey,2017.0,SUV,10500.0,4.0,Automatic,Diesel,127000.0,429.0, 315,2995.0,1742.0,2224.0,5140.0,38.2,167.0,5.0,5.0,False,1.0,10500.0,0.01815,0.98185
Bentley,Bentayga,10_3,10_3$$111,2018,8,Silver,2016.0,SUV,25000.0,6.0,Automatic,Petrol,112950.0,600.0, 555,2995.0,1742.0,2224.0,5140.0,22.1,187.0,5.0,5.0,False,2.0,12500.0,0.02161,0.97839
Bentley,Bentayga,10_3,10_3$$112,2018,6,Black,2016.0,SUV,32372.0,6.0,Automatic,Petrol,119895.0,600.0, 555,2995.0,1742.0,2224.0,5140.0,22.1,187.0,5.0,5.0,False,2.0,16186.0,0.02798,0.97202
Bentley,Bentayga,10_3,10_3$$116,2018,7,Red,2017.0,SUV,13372.0,4.0,Automatic,Diesel,134990.0,429.0, 315,2995.0,1742.0,2224.0,5140.0,38.2,167.0,7.0,5.0,False,1.0,13372.0,0.02312,0.97688
Bentley,Bentayga,10_3,10_3$$117,2018,6,Blue,2017.0,SUV,10951.0,4.0,Automatic,Diesel,134950.0,429.0, 140*,2995.0,1742.0,2224.0,5140.0,38.2,167.0,5.0,5.0,True,1.0,10951.0,0.01893,0.98107
Bentley,Bentayga,10_3,10_3$$118,2018,7,Grey,2016.0,SUV,22319.0,6.0,Automatic,Petrol,120000.0,600.0, 555,2995.0,1742.0,2224.0,5140.0,22.1,187.0,5.0,5.0,False,2.0,11159.5,0.01929,0.98071
Bentley,Bentayga,10_3,10_3$$120,2018,6,Grey,2018.0,SUV,582.0,4.0,Automatic,Diesel,153000.0,429.0, 140*,2995.0,1742.0,2224.0,5140.0,38.2,167.0,5.0,5.0,True,0.0,1164.0,0.00201,0.99799
Bentley,Bentayga,10_3,10_3$$123,2018,8,Blue,2017.0,SUV,2626.0,4.0,Automatic,Diesel,139000.0,429.0, 140*,2995.0,1742.0,2224.0,5140.0,38.2,167.0,5.0,5.0,True,1.0,2626.0,0.00454,0.99546
Bentley,Bentayga,10_3,10_3$$126,2018,6,Black,2016.0,SUV,6606.0,6.0,Automatic,Petrol,134295.0,600.0, 555,2995.0,1742.0,2224.0,5140.0,22.1,187.0,5.0,5.0,False,2.0,3303.0,0.00571,0.99429
Bentley,Continental,10_5,10_5$$1,2018,8,Grey,2018.0,Convertible,2700.0,4.0,Automatic,Petrol,170000.0,521.0, 140*,2746.0,1390.0,2226.0,4818.0,25.4,191.0,4.0,2.0,True,0.0,5400.0,0.00933,0.99067
Bentley,Continental,10_5,10_5$$2,2018,7,Black,2016.0,Convertible,10248.0,6.0,Automatic,Petrol,119895.0,626.0, 555,2746.0,1390.0,2226.0,4818.0,19.0,204.0,4.0,2.0,False,2.0,5124.0,0.00886,0.99114
Bentley,Continental,10_5,10_5$$3,2018,8,Grey,2008.0,Coupe,54125.0,6.0,Automatic,Petrol,38500.0,600.0, 555,2745.0,1380.0,2102.0,4804.0,17.0,202.0,4.0,2.0,False,10.0,5412.5,0.00936,0.99064
Bentley,Continental,10_5,10_5$$11,2018,7,Black,2013.0,Coupe,21992.0,4.0,Automatic,Petrol,77950.0,500.0, 540,2746.0,1404.0,1944.0,4806.0,26.9,188.0,4.0,2.0,False,5.0,4398.4,0.0076,0.9924
Bentley,Continental,10_5,10_5$$13,2018,6,Blue,2017.0,Coupe,3650.0,4.0,Automatic,Petrol,118000.0,521.0, 140*,2746.0,1391.0,2226.0,4818.0,26.4,192.0,4.0,2.0,True,1.0,3650.0,0.00631,0.99369
Bentley,Continental,10_5,10_5$$22,2018,7,White,2016.0,Coupe,10730.0,4.0,Automatic,Petrol,104950.0,521.0, 540,2746.0,1404.0,2227.0,4806.0,26.8,192.0,4.0,2.0,False,2.0,5365.0,0.00927,0.99073
Bentley,Continental,10_5,10_5$$28,2018,7,Red,2014.0,Convertible,23395.0,6.0,Automatic,Petrol,89950.0,626.0, 555,2746.0,1394.0,2227.0,4806.0,19.0,203.0,4.0,2.0,False,4.0,5848.75,0.01011,0.98989
Bentley,Continental,10_5,10_5$$31,2018,7,White,2005.0,Saloon,35000.0,6.0,Automatic,Petrol,26000.0,552.0, 315,3065.0,1479.0,2118.0,5307.0,13.7,195.0,5.0,4.0,False,13.0,2692.30769,0.00465,0.99535
Bentley,Continental,10_5,10_5$$40,2018,8,Grey,2018.0,Coupe,1000.0,6.0,Automatic,Petrol,189975.0,626.0, 140*,2851.0,1405.0,2187.0,4850.0,23.2,207.0,4.0,2.0,True,0.0,2000.0,0.00346,0.99654
Bentley,Continental,10_5,10_5$$42,2018,8,Black,2005.0,Coupe,78000.0,6.0,Automatic,Petrol,22500.0,552.0, 315,2961.0,1462.0,2058.0,5222.0,16.5,198.0,4.0,2.0,False,13.0,6000.0,0.01037,0.98963
Bentley,Continental,10_5,10_5$$44,2018,1,White,2005.0,Coupe,80700.0,6.0,Automatic,Petrol,19795.0,552.0, 315,2961.0,1462.0,2058.0,5222.0,16.5,198.0,4.0,2.0,False,13.0,6207.69231,0.01073,0.98927
Bentley,Continental,10_5,10_5$$50,2018,7,Blue,2014.0,Convertible,21788.0,6.0,Automatic,Petrol,97000.0,626.0, 555,2746.0,1394.0,2227.0,4806.0,19.0,203.0,4.0,2.0,False,4.0,5447.0,0.00942,0.99058
Bentley,Continental,10_5,10_5$$51,2018,8,Silver,2009.0,Coupe,43900.0,6.0,Automatic,Petrol,39695.0,600.0, 555,2745.0,1380.0,2102.0,4804.0,17.0,202.0,4.0,2.0,False,9.0,4877.77778,0.00843,0.99157
Bentley,Continental,10_5,10_5$$55,2018,7,Black,2016.0,Convertible,9517.0,6.0,Automatic,Petrol,124995.0,626.0, 555,2746.0,1394.0,2227.0,4806.0,19.0,203.0,4.0,2.0,False,2.0,4758.5,0.00823,0.99177
Bentley,Continental,10_5,10_5$$56,2018,7,White,2011.0,Convertible,19000.0,6.0,Automatic,Petrol,77990.0,621.0, 555,2745.0,1390.0,2194.0,4807.0,16.9,204.0,4.0,2.0,False,7.0,2714.28571,0.00469,0.99531
Bentley,Continental,10_5,10_5$$57,2018,7,Black,2010.0,Convertible,38000.0,6.0,Automatic,Petrol,49991.0,600.0, 555,2745.0,1388.0,1918.0,4804.0,17.0,200.0,4.0,2.0,False,8.0,4750.0,0.00821,0.99179
Bentley,Continental,10_5,10_5$$59,2018,3,Grey,2009.0,Coupe,50500.0,6.0,Automatic,Petrol,42995.0,552.0, 555,2745.0,1390.0,2102.0,4807.0,16.5,198.0,4.0,2.0,False,9.0,5611.11111,0.0097,0.9903
Bentley,Continental,10_5,10_5$$66,2018,5,Silver,2012.0,Coupe,45975.0,6.0,Automatic,Petrol,58995.0,567.0, 555,2746.0,1404.0,2227.0,4806.0,19.5,197.0,4.0,2.0,False,6.0,7662.5,0.01325,0.98675
Bentley,Continental,10_5,10_5$$68,2018,6,Red,2016.0,Convertible,8990.0,4.0,Automatic,Petrol,112950.0,521.0, 555,2746.0,1390.0,2226.0,4818.0,25.4,191.0,4.0,2.0,False,2.0,4495.0,0.00777,0.99223
Bentley,Continental,10_5,10_5$$70,2018,8,Black,2011.0,Convertible,36500.0,6.0,Automatic,Petrol,64000.0,567.0, 555,2745.0,1388.0,1918.0,4804.0,17.1,194.0,4.0,2.0,False,7.0,5214.28571,0.00901,0.99099
Bentley,Continental,10_5,10_5$$72,2018,8,Black,2015.0,Coupe,35000.0,6.0,Automatic,Petrol,79995.0,626.0, 555,2746.0,1391.0,2226.0,4818.0,19.3,206.0,4.0,2.0,False,3.0,11666.66667,0.02017,0.97983
Bentley,Continental,10_5,10_5$$75,2018,6,Black,2016.0,Convertible,9374.0,6.0,Automatic,Petrol,122450.0,626.0, 555,2746.0,1394.0,2227.0,4806.0,19.0,203.0,4.0,2.0,False,2.0,4687.0,0.0081,0.9919
Bentley,Continental,10_5,10_5$$79,2018,8,Blue,2004.0,Coupe,64653.0,6.0,Automatic,Petrol,24999.0,552.0, 315,2961.0,1462.0,2058.0,5222.0,16.5,198.0,4.0,2.0,False,14.0,4618.07143,0.00798,0.99202
Bentley,Continental,10_5,10_5$$82,2018,8,Grey,2008.0,Coupe,58600.0,6.0,Automatic,Petrol,37490.0,600.0, 555,2745.0,1380.0,2102.0,4804.0,17.0,202.0,4.0,2.0,False,10.0,5860.0,0.01013,0.98987
Bentley,Continental,10_5,10_5$$84,2018,6,Black,2017.0,Coupe,5000.0,4.0,Automatic,Petrol,119948.0,521.0, 140*,2746.0,1391.0,2226.0,4818.0,26.4,192.0,4.0,2.0,True,1.0,5000.0,0.00864,0.99136
Bentley,Continental,10_5,10_5$$85,2018,7,Black,2005.0,Coupe,73360.0,6.0,Automatic,Petrol,23905.0,552.0, 315,2961.0,1462.0,2058.0,5222.0,16.5,198.0,4.0,2.0,False,13.0,5643.07692,0.00975,0.99025
Bentley,Continental,10_5,10_5$$88,2018,6,Silver,2004.0,Coupe,100000.0,6.0,Automatic,Petrol,23995.0,552.0, 315,2961.0,1462.0,2058.0,5222.0,16.5,198.0,4.0,2.0,False,14.0,7142.85714,0.01235,0.98765
Bentley,Continental,10_5,10_5$$90,2018,6,Silver,2008.0,Coupe,49600.0,6.0,Automatic,Petrol,39950.0,600.0, 555,2745.0,1380.0,2102.0,4804.0,17.0,202.0,4.0,2.0,False,10.0,4960.0,0.00857,0.99143
Bentley,Continental,10_5,10_5$$91,2018,8,Maroon,2010.0,Saloon,28000.0,6.0,Automatic,Petrol,43750.0,552.0, 555,3065.0,1475.0,1916.0,5290.0,17.0,194.0,4.0,4.0,False,8.0,3500.0,0.00605,0.99395
Bentley,Continental,10_5,10_5$$93,2018,6,Black,2009.0,Convertible,38000.0,6.0,Automatic,Petrol,42995.0,552.0, 555,2745.0,1398.0,2101.0,4804.0,16.5,195.0,4.0,2.0,False,9.0,4222.22222,0.0073,0.9927
Bentley,Continental,10_5,10_5$$95,2018,5,Black,2005.0,Coupe,60000.0,6.0,Automatic,Petrol,26995.0,552.0, 315,2961.0,1462.0,2058.0,5222.0,16.5,198.0,4.0,2.0,False,13.0,4615.38462,0.00798,0.99202
Bentley,Continental,10_5,10_5$$97,2018,6,Grey,2012.0,Coupe,43000.0,4.0,Automatic,Petrol,62995.0,500.0, 540,2746.0,1404.0,1944.0,4806.0,26.9,188.0,4.0,2.0,False,6.0,7166.66667,0.01239,0.98761
Bentley,Continental,10_5,10_5$$107,2018,6,Blue,2015.0,Coupe,10998.0,6.0,Automatic,Petrol,83950.0,626.0, 555,2746.0,1394.0,2227.0,4806.0,19.5,206.0,4.0,2.0,False,3.0,3666.0,0.00634,0.99366
Bentley,Continental,10_5,10_5$$108,2018,8,Grey,2015.0,Coupe,11500.0,4.0,Automatic,Petrol,89950.0,521.0, 540,2746.0,1404.0,2227.0,4806.0,26.8,192.0,4.0,2.0,False,3.0,3833.33333,0.00663,0.99337
Bentley,Continental,10_5,10_5$$109,2018,8,White,2017.0,Convertible,4447.0,4.0,Automatic,Petrol,127000.0,521.0, 140*,2746.0,1390.0,2226.0,4818.0,25.4,191.0,4.0,2.0,True,1.0,4447.0,0.00769,0.99231
Bentley,Continental,10_5,10_5$$110,2018,8,Blue,2017.0,Coupe,5651.0,4.0,Automatic,Petrol,114850.0,521.0, 140*,2746.0,1391.0,2226.0,4818.0,26.4,192.0,4.0,2.0,True,1.0,5651.0,0.00977,0.99023
Bentley,Continental,10_5,10_5$$114,2018,8,Grey,2015.0,Coupe,25300.0,4.0,Automatic,Petrol,93899.0,521.0, 540,2746.0,1404.0,2227.0,4806.0,26.8,192.0,4.0,2.0,False,3.0,8433.33333,0.01458,0.98542
Bentley,Continental,10_5,10_5$$115,2016,6,Blue,2011.0,Coupe,20500.0,6.0,Automatic,Petrol,69849.0,552.0, 555,2745.0,1390.0,2102.0,4807.0,16.5,198.0,4.0,2.0,False,5.0,4100.0,0.00709,0.99291
Bentley,Continental,10_5,10_5$$116,2018,7,Black,2012.0,Coupe,52000.0,4.0,Automatic,Petrol,58999.0,500.0, 540,2746.0,1404.0,1944.0,4806.0,26.9,188.0,4.0,2.0,False,6.0,8666.66667,0.01498,0.98502
Bentley,Continental,10_5,10_5$$121,2018,6,Black,2017.0,Coupe,12559.0,4.0,Automatic,Petrol,114950.0,521.0, 540,2746.0,1391.0,2226.0,4818.0,26.4,192.0,4.0,2.0,False,1.0,12559.0,0.02171,0.97829
Bentley,Continental,10_5,10_5$$122,2018,8,Black,2018.0,Coupe,1050.0,6.0,Automatic,Petrol,205495.0,626.0, 140*,2851.0,1405.0,2187.0,4850.0,23.2,207.0,4.0,2.0,True,0.0,2100.0,0.00363,0.99637
Bentley,Continental,10_5,10_5$$123,2018,5,Red,2015.0,Coupe,29033.0,4.0,Automatic,Petrol,80000.0,521.0, 540,2746.0,1404.0,2227.0,4806.0,26.8,192.0,4.0,2.0,False,3.0,9677.66667,0.01673,0.98327
